epoch,sample_set,precision,recall,f1
1.0,validation,0.4473684210526316,0.4524714828897338,0.44990548204158787
1.0,test,0.42070484581497797,0.43757159221076747,0.4289724873666479
2.0,validation,0.47079037800687284,0.5209125475285171,0.49458483754512633
2.0,test,0.434826883910387,0.48911798396334477,0.46037735849056605
3.0,validation,0.44765342960288806,0.4714828897338403,0.45925925925925926
3.0,test,0.41302027748132336,0.44329896907216493,0.42762430939226515
4.0,validation,0.41544117647058826,0.4296577946768061,0.4224299065420561
4.0,test,0.4154013015184382,0.43871706758304696,0.42674094707520893
5.0,validation,0.42700729927007297,0.4448669201520912,0.435754189944134
5.0,test,0.4206602768903088,0.4524627720504009,0.4359823399558499
6.0,validation,0.44244604316546765,0.467680608365019,0.4547134935304991
6.0,test,0.4256900212314225,0.45933562428407787,0.44187327823691464
7.0,validation,0.45195729537366547,0.4828897338403042,0.46691176470588236
7.0,test,0.4513089005235602,0.4936998854524628,0.4715536105032823
8.0,validation,0.47,0.5361216730038023,0.5008880994671403
8.0,test,0.44140625,0.5177548682703322,0.4765419082762256
9.0,validation,0.4781021897810219,0.49809885931558934,0.48789571694599626
9.0,test,0.44241119483315394,0.47079037800687284,0.45615982241953384
10.0,validation,0.45229681978798586,0.4866920152091255,0.4688644688644688
10.0,test,0.42947368421052634,0.46735395189003437,0.4476138233680746
11.0,validation,0.4507042253521127,0.4866920152091255,0.4680073126142596
11.0,test,0.43795620437956206,0.48109965635738833,0.4585152838427948
12.0,validation,0.45878136200716846,0.4866920152091255,0.47232472324723246
12.0,test,0.4483493077742279,0.4822451317296678,0.4646799116997793
13.0,validation,0.4529616724738676,0.49429657794676807,0.4727272727272727
13.0,test,0.4508611955420466,0.5097365406643757,0.478494623655914
14.0,validation,0.46099290780141844,0.49429657794676807,0.47706422018348627
14.0,test,0.4389233954451346,0.4856815578465063,0.46112017400761285
15.0,validation,0.4652777777777778,0.5095057034220533,0.48638838475499097
15.0,test,0.4437627811860941,0.49713631156930127,0.4689357104267964
16.0,validation,0.45517241379310347,0.5019011406844106,0.4773960216998192
16.0,test,0.4479591836734694,0.5028636884306987,0.473826227738802
17.0,validation,0.4479166666666667,0.49049429657794674,0.4682395644283122
17.0,test,0.4404517453798768,0.49140893470790376,0.4645370871683811
18.0,validation,0.45674740484429066,0.5019011406844106,0.4782608695652174
18.0,test,0.44523326572008115,0.5028636884306987,0.4722969338353954
19.0,validation,0.458041958041958,0.49809885931558934,0.47723132969034604
19.0,test,0.4503582395087001,0.5040091638029782,0.47567567567567565
20.0,validation,0.46153846153846156,0.5019011406844106,0.48087431693989074
20.0,test,0.44364754098360654,0.4959908361970218,0.46836127636560304
