epoch,sample_set,precision,recall,f1
1.0,validation,0.4716981132075472,0.4166666666666667,0.4424778761061947
1.0,test,0.33993399339933994,0.373639661426844,0.3559907834101383
2.0,validation,0.5694444444444444,0.6833333333333333,0.6212121212121212
2.0,test,0.35073409461663946,0.5199516324062878,0.4188991719434973
3.0,validation,0.4838709677419355,0.75,0.5882352941176471
3.0,test,0.2763395544852498,0.5550181378476421,0.36897106109324757
4.0,validation,0.7857142857142857,0.7333333333333333,0.7586206896551724
4.0,test,0.4144672531769306,0.5126964933494559,0.4583783783783784
5.0,validation,0.7962962962962963,0.7166666666666667,0.7543859649122806
5.0,test,0.4348717948717949,0.5126964933494559,0.47058823529411764
6.0,validation,0.734375,0.7833333333333333,0.7580645161290323
6.0,test,0.3758064516129032,0.5634824667472793,0.4508950169327528
7.0,validation,0.7619047619047619,0.8,0.7804878048780488
7.0,test,0.376984126984127,0.5743651753325272,0.4551988500239578
8.0,validation,0.7868852459016393,0.8,0.7933884297520661
8.0,test,0.4306083650190114,0.5477629987908101,0.48217136774880254
9.0,validation,0.8135593220338984,0.8,0.8067226890756303
9.0,test,0.4423676012461059,0.5151148730350665,0.4759776536312849
10.0,validation,0.8135593220338984,0.8,0.8067226890756303
10.0,test,0.4344344344344344,0.524788391777509,0.4753559693318729
11.0,validation,0.8,0.8,0.8000000000000002
11.0,test,0.4250238777459408,0.5380894800483675,0.47491995731056563
12.0,validation,0.85,0.85,0.85
12.0,test,0.41058394160583944,0.5441354292623942,0.46801872074883
13.0,validation,0.8666666666666667,0.8666666666666667,0.8666666666666667
13.0,test,0.425552353506244,0.535671100362757,0.47430406852248397
14.0,validation,0.8666666666666667,0.8666666666666667,0.8666666666666667
14.0,test,0.4325674325674326,0.5235792019347038,0.4737417943107221
15.0,validation,0.8666666666666667,0.8666666666666667,0.8666666666666667
15.0,test,0.44171779141104295,0.5223700120918985,0.47867036011080333
16.0,validation,0.8666666666666667,0.8666666666666667,0.8666666666666667
16.0,test,0.4404883011190234,0.5235792019347038,0.47845303867403316
17.0,validation,0.8666666666666667,0.8666666666666667,0.8666666666666667
17.0,test,0.43605236656596175,0.5235792019347038,0.4758241758241758
18.0,validation,0.8666666666666667,0.8666666666666667,0.8666666666666667
18.0,test,0.4352589641434263,0.528415961305925,0.47733478973238674
19.0,validation,0.8666666666666667,0.8666666666666667,0.8666666666666667
19.0,test,0.43366336633663366,0.5296251511487303,0.4768644529123571
20.0,validation,0.8666666666666667,0.8666666666666667,0.8666666666666667
20.0,test,0.43366336633663366,0.5296251511487303,0.4768644529123571
