epoch,sample_set,precision,recall,f1
1.0,train,0.9444867886178862,0.9352201257861635,0.9398306155985336
1.0,validation,0.8385826771653543,0.8098859315589354,0.8239845261121856
1.0,test,0.7960829493087558,0.7915234822451317,0.7937966685812752
2.0,train,0.9601826020796348,0.9524528301886792,0.9563020964890124
2.0,validation,0.8549019607843137,0.8288973384030418,0.8416988416988418
2.0,test,0.8047904191616766,0.7697594501718213,0.7868852459016394
3.0,train,0.9776847977684798,0.969937106918239,0.973795542084991
3.0,validation,0.8384615384615385,0.8288973384030418,0.8336520076481836
3.0,test,0.8265060240963855,0.7857961053837342,0.8056371109806224
4.0,train,0.983249370277078,0.9820125786163522,0.982630585273757
4.0,validation,0.8522727272727273,0.8555133079847909,0.8538899430740037
4.0,test,0.8602771362586605,0.8533791523482245,0.8568142610695804
5.0,train,0.9918946301925026,0.9851572327044025,0.9885144515966175
5.0,validation,0.8659003831417624,0.8593155893536122,0.8625954198473283
5.0,test,0.8502415458937198,0.8064146620847652,0.8277483833039389
6.0,train,0.9863859826043111,0.9842767295597484,0.9853302272870363
6.0,validation,0.851145038167939,0.8479087452471483,0.8495238095238096
6.0,test,0.8325635103926097,0.8258877434135166,0.8292121909143186
7.0,train,0.9954659949622167,0.9942138364779874,0.9948395217117686
7.0,validation,0.8816793893129771,0.8783269961977186,0.88
7.0,test,0.859465737514518,0.847651775486827,0.853517877739331
8.0,train,0.9960976837865055,0.9953459119496856,0.9957216559708066
8.0,validation,0.8664122137404581,0.8631178707224335,0.8647619047619048
8.0,test,0.8596491228070176,0.8419243986254296,0.8506944444444444
9.0,train,0.9961084609590761,0.9981132075471698,0.9971098265895953
9.0,validation,0.8461538461538461,0.8783269961977186,0.8619402985074627
9.0,test,0.8551564310544612,0.845360824742268,0.8502304147465437
10.0,train,0.9981136820925554,0.9983647798742138,0.9982392151930575
10.0,validation,0.8576779026217228,0.870722433460076,0.8641509433962263
10.0,test,0.8641552511415526,0.8671248568155785,0.8656375071469411
11.0,train,0.9978619041629984,0.9979874213836478,0.9979246588264888
11.0,validation,0.8522727272727273,0.8555133079847909,0.8538899430740037
11.0,test,0.8628571428571429,0.8648339060710195,0.8638443935926773
12.0,train,0.9991191644645778,0.9987421383647799,0.9989306158394665
12.0,validation,0.8783269961977186,0.8783269961977186,0.8783269961977186
12.0,test,0.8707729468599034,0.8258877434135166,0.8477366255144033
13.0,train,0.999245283018868,0.999245283018868,0.999245283018868
13.0,validation,0.8769230769230769,0.8669201520912547,0.8718929254302105
13.0,test,0.866504854368932,0.8178694158075601,0.8414849734826164
14.0,train,0.9994968553459119,0.9994968553459119,0.9994968553459119
14.0,validation,0.8787878787878788,0.8821292775665399,0.8804554079696395
14.0,test,0.8561236623067776,0.8247422680412371,0.8401400233372229
15.0,train,0.9994968553459119,0.9994968553459119,0.9994968553459119
15.0,validation,0.8740458015267175,0.870722433460076,0.8723809523809523
15.0,test,0.8698795180722891,0.827033218785796,0.8479154433352906
16.0,train,0.9994969818913481,0.999748427672956,0.9996226889699409
16.0,validation,0.8867924528301887,0.8935361216730038,0.8901515151515151
16.0,test,0.8668252080856124,0.8350515463917526,0.8506417736289382
17.0,train,0.9994968553459119,0.9994968553459119,0.9994968553459119
17.0,validation,0.8783269961977186,0.8783269961977186,0.8783269961977186
17.0,test,0.8678571428571429,0.8350515463917526,0.851138353765324
18.0,train,0.9994969818913481,0.999748427672956,0.9996226889699409
18.0,validation,0.8787878787878788,0.8821292775665399,0.8804554079696395
18.0,test,0.8632580261593341,0.8316151202749141,0.8471411901983665
19.0,train,0.9994969818913481,0.999748427672956,0.9996226889699409
19.0,validation,0.8787878787878788,0.8821292775665399,0.8804554079696395
19.0,test,0.8632580261593341,0.8316151202749141,0.8471411901983665
20.0,train,0.9994969818913481,0.999748427672956,0.9996226889699409
20.0,validation,0.8787878787878788,0.8821292775665399,0.8804554079696395
20.0,test,0.8632580261593341,0.8316151202749141,0.8471411901983665
