epoch,sample_set,precision,recall,f1
1.0,validation,0.4713375796178344,0.44477836213373406,0.4576729802860456
1.0,test,0.4713375796178344,0.44477836213373406,0.4576729802860456
2.0,validation,0.364951768488746,0.6821938392186326,0.4755171510866719
2.0,test,0.364951768488746,0.6821938392186326,0.4755171510866719
3.0,validation,0.42129417163836624,0.6897069872276483,0.5230769230769231
3.0,test,0.42129417163836624,0.6897069872276483,0.5230769230769231
4.0,validation,0.5471349353049908,0.667167543200601,0.6012186865267435
4.0,test,0.5471349353049908,0.667167543200601,0.6012186865267435
5.0,validation,0.5978334461746784,0.6634109691960932,0.6289173789173789
5.0,test,0.5978334461746784,0.6634109691960932,0.6289173789173789
6.0,validation,0.5217391304347826,0.6942148760330579,0.5957446808510638
6.0,test,0.5217391304347826,0.6942148760330579,0.5957446808510638
7.0,validation,0.566420664206642,0.6919609316303531,0.6229286438958402
7.0,test,0.566420664206642,0.6919609316303531,0.6229286438958402
8.0,validation,0.610236220472441,0.6987227648384673,0.6514886164623467
8.0,test,0.610236220472441,0.6987227648384673,0.6514886164623467
9.0,validation,0.607421875,0.7009767092411721,0.6508545517963028
9.0,test,0.607421875,0.7009767092411721,0.6508545517963028
10.0,validation,0.5601851851851852,0.7272727272727273,0.6328865642366787
10.0,test,0.5601851851851852,0.7272727272727273,0.6328865642366787
11.0,validation,0.5366648560564911,0.7422990232907588,0.6229508196721312
11.0,test,0.5366648560564911,0.7422990232907588,0.6229508196721312
12.0,validation,0.5527210884353742,0.7325319308790383,0.6300484652665589
12.0,test,0.5527210884353742,0.7325319308790383,0.6300484652665589
13.0,validation,0.6120077469335055,0.7122464312546957,0.6583333333333333
13.0,test,0.6120077469335055,0.7122464312546957,0.6583333333333333
14.0,validation,0.6466898954703832,0.6972201352366642,0.6710050614605929
14.0,test,0.6466898954703832,0.6972201352366642,0.6710050614605929
15.0,validation,0.6606757728253055,0.69045830202855,0.6752387950036738
15.0,test,0.6606757728253055,0.69045830202855,0.6752387950036738
16.0,validation,0.6411845730027548,0.6994740796393689,0.6690621631333094
16.0,test,0.6411845730027548,0.6994740796393689,0.6690621631333094
17.0,validation,0.6281708945260347,0.7069872276483846,0.6652527394839166
17.0,test,0.6281708945260347,0.7069872276483846,0.6652527394839166
18.0,validation,0.6242544731610338,0.7077385424492862,0.6633802816901408
18.0,test,0.6242544731610338,0.7077385424492862,0.6633802816901408
19.0,validation,0.6235917826375083,0.7069872276483846,0.6626760563380282
19.0,test,0.6235917826375083,0.7069872276483846,0.6626760563380282
20.0,validation,0.6231788079470199,0.7069872276483846,0.6624428018303414
20.0,test,0.6231788079470199,0.7069872276483846,0.6624428018303414
